编号,rain,pore,micro,deep
1486,0.6,94.62,2.0,38.35
1487,0.0,92.29,1.0,36.105
1488,0.5,93.36,2.0,39.156
1489,0.3,91.91,1.0,39.06652025082863
1490,0.1,91.18,0.0,40.515
1491,0.5,89.3,3.0,38.269
1492,0.6,89.17,0.0,39.02681226455031
1493,0.0,88.14,0.0,37.497
1494,7.5,89.03943147526913,0.0,42.167
1495,0.5,89.68578511700652,4.0,41.446
1496,1.3,90.54,3.0,36.843
1497,0.6,90.14,1.0,39.355
1498,0.1,87.45,0.0,34.089
1499,0.2,88.14,2.0,40.272
1500,0.0,88.17,0.0,36.428
1501,0.5,86.43,3.0,38.155
1502,13.8,90.29,1.0,41.09
1503,7.2,93.98,1.0,40.097
1504,0.0,93.78,0.0,35.292
1505,0.0,91.62,0.0,40.085
1506,0.75,91.26211599952124,1.0,33.362
1507,0.0,90.68,1.0,34.566
1508,2.0,89.88,1.0,38.677
1509,3.6,92.56,1.0,41.912
1510,0.7,89.99,2.0,35.696
1511,2.1,89.33794216177304,0.0,34.4
1512,0.8,88.32,1.0,35.845
1513,0.0,88.89,0.0,36.161
1514,0.7,87.83,3.0,36.766
1515,0.7,88.7,2.0,34.936
1516,0.0,87.53,1.0,38.435
1517,1.2,85.21,0.0,35.465
1518,0.2,86.04,2.0,35.914
1519,0.0,84.44,0.0,34.468
1520,0.6,84.31,1.0,35.271
1521,3.3,83.94,0.0,34.099
1522,0.1,83.63,1.0,35.717
1523,0.3,81.49,1.0,36.165
1524,0.9,80.76,0.0,33.053
1525,0.1,80.23,2.0,34.326
1526,0.2,80.68,1.0,34.501
1527,0.0,81.2,0.0,33.656
1528,0.4,81.57,1.0,34.252
1529,0.0,79.88,2.0,35.835
1530,0.1,78.16,2.0,35.352
1531,0.0,77.91,0.0,29.244
1532,1.0,77.72,1.0,32.70367323032201
1533,0.0,77.5,0.0,31.984
1534,0.9,77.34,2.0,32.224
1535,1.6,78.6,1.0,34.674
1536,0.0,76.12,2.0,28.364
1537,0.4,77.49,1.0,31.381
1538,0.0,75.72,1.0,34.609
1539,0.2,76.13,0.0,28.696
1540,1.1,75.5,0.0,33.986
1541,0.0,74.31,0.0,32.653
1542,0.0,71.57,2.0,30.599
1543,0.4,71.54,1.0,31.703
1544,1.4,70.02957825359474,3.0,26.51
1545,0.55,67.97,0.0,28.779
1546,5.2,71.73,1.0,35.882
1547,0.7,70.33,2.0,31.169
1548,0.0,69.65,2.0,28.503
1549,0.0,68.45,2.0,28.92
1550,6.3,70.13,2.0,33.358
1551,1.3,69.76,2.0,29.945
1552,0.9,67.65,0.0,26.949
1553,0.5,66.3,2.0,30.517
1554,0.7,66.32,1.0,23.897
1555,0.0,64.8617293162621,3.0,26.22
1556,0.3,63.29,1.0,23.292
1557,0.4,64.4,4.0,32.788
1558,0.0,60.89,3.0,24.568
1559,0.0,60.13,2.0,29.06
1560,0.3,62.0,0.0,25.363
1561,0.0,61.68,2.0,24.356
1562,0.1,59.79,1.0,24.197
1563,0.0,59.57,4.0,26.364978991818003
1564,8.2,62.97,0.0,25.659
1565,3.7,62.33,3.0,29.716
1566,0.5,63.56325158711657,0.0,27.373
1567,7.7,64.96,1.0,26.317
1568,0.2,64.19,1.0,29.649
1569,0.5,59.82,4.0,24.189
1570,0.0,60.28,1.0,24.165
1571,0.0,59.03,1.0,25.933
1572,0.5,60.87,1.0,25.515
1573,0.7,59.15,2.0,27.84
1574,3.3,58.91,2.0,20.134
1575,0.0,59.28,1.0,25.843
1576,0.0,58.22,2.0,26.638
1577,0.0,57.32,1.0,24.336
1578,0.1,56.94,2.0,23.067
1579,0.3,57.16,3.0,25.454
1580,12.3,62.93,1.0,30.12
1581,0.0,60.59,2.0,23.691
1582,0.2,60.47224587519901,1.0,26.651
1583,0.0,60.21,2.0,26.495
1584,0.0,59.66,0.0,24.821
1585,0.1,60.14,1.0,25.515
1586,0.6,59.73,1.0,21.594
1587,0.0,58.39,0.0,23.721
1588,7.9,63.09,1.0,29.937
1589,0.2,59.01,1.0,27.243
1590,1.3,59.29,1.0,22.311
1591,0.0,60.07,1.0,26.235
1592,1.4,60.69,0.0,27.755011166916887
1593,16.2,67.26,0.0,32.844
1594,0.7,66.02,3.0,25.325
1595,9.6,72.74,3.0,33.195
1596,0.0,68.9,1.0,30.567
1597,0.2,69.67,4.0,26.698
1598,0.4,69.22,3.0,27.508
1599,10.3,72.69,0.0,33.187
1600,0.0,71.86,2.0,29.669577579935762
1601,0.0,71.33,1.0,29.173
1602,0.0,69.81,1.0,31.976
1603,0.0,70.61,1.0,28.839
1604,0.0,70.74,1.0,29.516
1605,8.0,74.0,0.0,31.179
1606,5.6,74.73,1.0,27.697
1607,0.0,75.04,0.0,28.873
1608,0.0,74.66,2.0,27.715
1609,0.05,72.88,1.0,29.387
1610,0.6,73.76,2.0,33.918
1611,0.0,73.8,1.0,29.209
1612,0.1,72.59,1.0,29.808
1613,0.3,71.33960659053086,3.0,28.764
1614,0.0,70.03,0.0,27.866
1615,0.7,68.98,1.0,29.172
1616,0.0,71.38,1.0,26.948
1617,0.0,69.52,1.0,34.361
1618,0.0,65.82,1.0,26.488
1619,0.4,69.1,0.0,30.609
1620,0.0,68.24,1.0,29.251
1621,0.45,70.85,1.0,32.242
1622,0.0,69.9,1.0,28.358
1623,0.5,69.71,0.0,27.223
1624,0.6,69.44,0.0,27.403
1625,3.5,68.34,1.0,30.16
1626,15.8,75.48,1.0,35.906
1627,0.5,74.56,1.0,30.387828937231777
1628,0.2,70.68,2.0,32.919
1629,0.0,72.89,2.0,25.83
1630,0.5,73.6,1.0,30.638
1631,0.3,73.48,1.0,29.989
1632,1.0,71.3,1.0,30.088
1633,0.0,70.54,3.0,28.99
1634,0.0,71.09,1.0,28.097
1635,0.4,69.77,1.0,32.316
1636,0.3,69.93,0.0,34.374
1637,0.0,68.67,1.0,29.60071801038567
1638,0.0,68.27,1.0,27.273
1639,0.5,69.54,4.0,27.871
1640,0.0,68.84,1.0,24.511
1641,0.0,65.74,0.0,28.283
1642,0.0,65.05,1.0,28.659
1643,0.0,65.0,1.0,27.1
1644,14.3,72.72,2.0,35.022
1645,0.0,72.11,1.0,30.034
1646,0.0,69.56,2.0,30.77
1647,12.5,75.95,2.0,33.369
1648,0.0,74.7,0.0,29.869
1649,0.0,75.46,0.0,31.356
1650,0.1,73.45,2.0,31.163
1651,0.1,71.24,1.0,30.459
1652,0.0,71.09,2.0,31.878
1653,0.4,69.64,0.0,29.779
1654,0.0,69.8,1.0,30.930802825472206
1655,7.4,73.06,2.0,32.519
1656,0.0,72.11,1.0,31.246
1657,0.3,72.09,5.0,27.679
1658,5.1,72.22,0.0,32.565
1659,2.8,71.7,0.0,30.154
1660,0.0,71.55,0.0,31.217
1661,0.0,70.25,0.0,33.526
1662,0.0,69.82,2.0,29.744
1663,0.7,71.9570125528882,1.0,28.67
1664,6.1,74.15,1.0,30.985
1665,2.9,72.38,2.0,29.251
1666,8.3,77.97,0.0,31.716
1667,0.5,76.92,3.0,31.37
1668,0.45,77.1,0.0,31.327
1669,0.2,75.05,2.0,33.253
1670,9.1,78.34,0.0,35.432
1671,0.4,79.64,2.0,30.785
1672,0.1,78.38,0.0,34.192
1673,0.0,77.0,1.0,29.6
1674,0.4,77.46,3.0,33.882
1675,14.7,84.74,2.0,38.579
1676,0.9,83.43,0.0,33.313
1677,0.0,81.59,1.0,33.122
1678,0.0,81.71,3.0,33.564
1679,0.0,80.08,1.0,32.194
1680,0.0,80.15,3.0,33.584
1681,0.0,77.73,0.0,32.761
1682,0.0,78.5,1.0,37.287
1683,0.1,76.26,3.0,33.649
1684,0.0,77.79,1.0,34.971
1685,0.8,74.94,2.0,32.143
1686,5.7,76.46,2.0,35.93
1687,0.7,74.69,0.0,33.479
1688,2.4,76.35,2.0,32.80237680187086
1689,0.5,76.52,2.0,32.363
1690,0.1,73.51,2.0,32.277
1691,0.2,73.19,2.0,32.881
1692,1.3,72.26,2.0,29.67
1693,0.0,74.93,1.0,30.952
1694,3.0,73.17,3.0,31.101
1695,0.0,73.46,1.0,32.156
1696,0.3,72.3,1.0,26.166
1697,0.7,71.22,1.0,30.091
1698,0.0,71.21,0.0,28.975
1699,0.0,72.57,0.0,28.554
1700,0.3,71.78,0.0,31.456
1701,0.1,72.76,1.0,30.668
1702,0.0,70.62,1.0,30.638
1703,0.0,69.76,4.0,28.607
1704,0.0,68.95,4.0,30.061
1705,1.0,68.41,2.0,29.848698728584083
1706,0.7,67.77,1.0,28.766
1707,0.0,66.88,1.0,28.836
1708,0.9,66.34,2.0,29.065
1709,0.0,65.72,2.0,29.142
1710,10.9841835292648,73.0989851126037,7.0,28.0397862959286
1711,13.8,70.09,3.0,38.445
1712,0.0,70.3,3.0,27.922
1713,0.0,71.27,2.0,30.039
1714,3.6,71.84,2.0,33.785
1715,3.0,72.5,2.0,32.09830992777691
1716,9.6,77.98,1.0,35.686
1717,0.2,76.38,1.0,32.095
1718,0.0,75.67,0.0,35.035
1719,2.2,76.16,2.0,31.832018789587888
1720,0.5,76.08,1.0,31.691
1721,0.0,75.08,0.0,27.842
1722,3.0,74.74,3.0,33.559
1723,0.8,73.72,3.0,28.424
1724,0.0,72.60386224429556,0.0,31.122
1725,0.1,71.26,1.0,34.828
1726,0.0,72.17,0.0,30.271915954559383
1727,0.0,69.78,1.0,31.055
1728,1.0,69.04,1.0,30.587
1729,0.0,68.75,1.0,26.527
1730,0.0,69.69,1.0,26.213
1731,0.1,67.06,2.0,27.05
1732,0.1,67.43,1.0,26.534
1733,0.0,67.97,1.0,25.512
1734,0.2,65.66,1.0,27.546
1735,0.0,66.04,2.0,28.86
1736,0.0,66.1,1.0,26.107
1737,0.9,65.73,1.0,29.639
1738,0.3,63.91,2.0,26.332
1739,1.3,62.25,0.0,25.04
1740,0.6,60.75,1.0,25.858
1741,0.0,61.19,1.0,28.847
1742,0.0,62.24945584782377,0.0,23.436
1743,9.2,61.92,3.0,31.064
1744,2.52678249430542,73.7796621658991,2.0,26.499931530356918
1745,0.0,62.21,0.0,25.742
1746,0.3,62.74,0.0,24.102
1747,0.6,61.62,1.0,28.77
1748,0.6,61.02,1.0,26.356
1749,0.5,60.68,0.0,23.976
1750,1.0,59.25,0.0,26.629
1751,0.6,58.67,2.0,21.559
1752,0.0,57.49,1.0,21.538
1753,0.7,57.74,2.0,25.319
1754,12.5,60.5,2.0,31.482
1755,0.0,60.76,0.0,25.012650629101056
1756,0.2,58.06,1.0,25.399
1757,0.0,58.6,1.0,21.747
1758,0.2,57.9,3.0,24.288
1759,0.0,56.55512276940043,1.0,25.902
1760,0.2,55.12,1.0,23.262
1761,0.4,55.07,2.0,23.055
1762,0.7,55.37,0.0,23.463
1763,0.6,54.81,2.0,21.646
1764,0.6,54.26,1.0,24.696
1765,0.0,55.11,5.0,21.417
1766,0.5,52.03,0.0,24.97
1767,0.2,52.42,1.0,19.393
1768,0.0,51.14,2.0,17.3
1769,0.1,51.43,2.0,21.46135617294367
1770,0.0,50.18270431325785,0.0,22.973
1771,0.0,48.85,1.0,22.169
1772,0.6,49.51901462463244,3.0,23.681
1773,0.2,50.1,1.0,22.386
1774,0.6,49.32,0.0,18.747
1775,0.0,48.63,3.0,19.121
1776,0.0,49.23,1.0,19.599
1777,0.0,49.0,0.0,18.711
1778,0.0,50.11,1.0,20.024
1779,0.0,49.25,2.0,18.736
1780,0.0,49.32,1.0,20.879
1781,0.3,48.71,1.0,18.747
1782,0.0,48.452526462472065,2.0,20.967
1783,0.0,48.03,0.0,21.444
1784,0.3,48.85,1.0,21.472
1785,0.0,47.13,1.0,20.585
1786,0.0,47.26,1.0,16.538
1787,0.8,46.04,0.0,20.722185903495195
1788,4.8,49.55,3.0,20.785
1789,0.0,49.4,2.0,17.037
1790,0.0,47.09,2.0,20.695
1791,13.4,53.62,0.0,24.775
1792,0.0,53.85,1.0,23.402
1793,12.5,58.81,1.0,29.014
1794,1.1,56.95,1.0,24.917
1795,0.1,56.67,2.0,24.406
1796,1.7,55.6,2.0,24.742
1797,0.3,55.55,1.0,21.316
1798,14.7,61.19,1.0,30.478
1799,1.3,62.37,1.0,26.161
1800,0.1,60.66,0.0,25.14168501865463
1801,0.3,59.06,3.0,25.087
1802,0.0,58.62,0.0,25.41
1803,1.8,59.16,1.0,25.014
1804,0.0,59.58,3.0,23.633
1805,0.0,58.81,1.0,24.562
1806,0.1,58.11,0.0,26.475
1807,0.0,57.83,1.0,22.992
1808,5.3,57.45,1.0,25.38
1809,0.1,58.02,0.0,26.063
1810,0.6,56.72,2.0,23.658631274408194
1811,0.0,56.94,1.0,21.5
1812,0.4,55.22,2.0,22.804
1813,0.0,54.1,1.0,21.46
1814,0.1,53.74,1.0,21.968
1815,0.5,53.94,2.0,25.017
1816,0.0,52.6,1.0,22.265
1817,0.0,53.22,1.0,24.542
1818,0.0,51.59,0.0,22.456
1819,2.3,54.87,1.0,20.303
1820,0.0,51.74,1.0,18.967
1821,0.9,50.05,0.0,19.587
1822,0.2,51.66,2.0,23.864
1823,0.2,47.83,4.0,22.148
1824,0.0,51.36,1.0,21.399
1825,0.2,50.86,2.0,17.719
1826,0.0,49.76,2.0,22.402
1827,0.0,47.86,5.0,17.198
1828,0.0,48.97,4.0,21.68
1829,0.0,49.06,1.0,20.796
1830,0.5,47.31,1.0,20.182
1831,0.0,45.29,3.0,17.436
1832,0.0,45.19,1.0,18.268
1833,0.0,46.58,2.0,19.363
1834,0.6,46.82,2.0,18.75
1835,0.0,46.82,3.0,19.531
1836,0.6,44.89,4.0,18.596602489745035
1837,0.0,45.62,2.0,14.871
1838,0.0,45.66,0.0,17.144
1839,0.0,43.59,1.0,21.286
1840,0.3,43.78,1.0,16.813
1841,0.0,44.58,2.0,20.048
1842,0.0,41.36,3.0,19.507
1843,0.3,42.56,1.0,18.316
1844,1.0,40.59,1.0,21.311
1845,0.0,40.78,1.0,15.727
1846,0.0,41.7,2.0,20.07923991764805
1847,8.5,45.11,1.0,28.215
1848,5.8,46.52,3.0,18.817
1849,6.2,48.1090547914739,2.0,20.134
1850,0.0,50.1,1.0,19.049
1851,0.6,48.94,1.0,18.61
1852,0.6,50.09,0.0,21.019
1853,0.0,49.317416094066594,4.0,19.845041503171114
1854,0.5,48.71,1.0,21.844
1855,0.9,48.67,0.0,16.29
1856,0.0,47.69,2.0,18.557
1857,0.7,48.3,1.0,21.243
1858,0.6,47.61,1.0,14.591
1859,0.0,47.4,1.0,19.492
1860,0.8,47.93,1.0,21.518
1861,16.9,55.79,1.0,21.187965207821293
1862,0.2,54.79,1.0,21.218
1863,0.1,52.93,1.0,19.59
1864,0.44999999999999996,52.59,1.0,21.565
1865,8.3,56.24,1.0,27.141
1866,0.0,56.48,1.0,25.508
1867,3.4,56.02,0.0,26.46
1868,0.3,55.98,1.0,25.164
1869,9.7,59.88,1.0,22.216
1870,0.0,59.84,2.0,23.917
1871,4.1,60.71,1.0,26.023
1872,8.3,61.91831982823435,2.0,26.639
1873,0.0,62.26,1.0,26.865
1874,12.6,69.01,3.0,32.201
1875,0.7,72.68,1.0,33.113
1876,0.2,71.28,0.0,28.293
1877,1.1,69.7,0.0,29.905
1878,0.0,68.25,0.0,31.541
1879,1.0,69.89,0.0,28.47
1880,0.4,68.57,1.0,30.237
1881,0.0,69.54,4.0,25.789
1882,0.0,68.85,0.0,29.355
1883,0.5,68.32,2.0,24.145
1884,0.1,67.23,0.0,26.767
1885,0.2,64.46,1.0,29.385
1886,0.2,63.24,0.0,27.613114137526672
1887,0.0,63.06,4.0,29.72
1888,0.2,63.22,0.0,23.687
1889,0.2,63.43,1.0,23.831
1890,0.0,63.63,1.0,32.166
1891,0.0,62.93,2.0,28.778
1892,5.5,63.130095994203586,0.0,29.672
1893,0.2,63.3,2.0,25.777
1894,0.0,62.99,0.0,27.603
1895,0.6,62.10762962926218,1.0,26.615
1896,1.9,61.13,1.0,26.0
1897,0.0,61.7,2.0,24.841
1898,0.1,60.38,2.0,27.664
1899,0.0,61.55,1.0,22.805
1900,0.2,60.18,3.0,26.17835358882297
1901,0.2,59.88,1.0,24.889
1902,0.2,57.62,2.0,27.449
1903,0.0,58.84,1.0,28.354
1904,0.2,60.55,1.0,24.715
1905,7.6,61.61,0.0,32.183
1906,0.4,62.49,3.0,25.707
1907,0.0,61.49754011857665,0.0,26.597
1908,0.0,60.57,5.0,26.606
1909,0.0,61.28,1.0,23.483
1910,0.0,60.64,0.0,24.732
1911,0.5,59.04,0.0,24.663
1912,1.9,58.63,1.0,24.924
1913,0.6,58.21,2.0,23.953
1914,0.0,57.18647444101214,1.0,25.516
1915,0.1,55.8,0.0,25.964
1916,0.0,57.02,1.0,23.31
1917,15.8,63.74,0.0,30.198
1918,0.3,62.42,1.0,26.127
1919,5.0,63.432669074459405,4.0,29.524
1920,0.0,64.24,1.0,27.198569781452132
1921,0.2,65.48,2.0,28.807
1922,0.0,64.52,2.0,23.751
1923,6.3,64.99,0.0,30.077
1924,0.0,64.41,0.0,29.022
1925,0.0,64.36907112399676,0.0,29.109
1926,0.5,64.14,1.0,24.465
1927,0.4,64.87780964637152,3.0,24.422
1928,6.5,65.86,1.0,29.787
1929,0.4,63.92,2.0,23.52
1930,1.1,63.4,2.0,25.946
1931,0.5,63.14,2.0,26.355
1932,0.0,63.09,0.0,29.18
1933,0.3,61.42,2.0,26.117
1934,0.0,59.65,0.0,24.195
1935,0.0,58.62,3.0,20.772
1936,0.1,58.83,0.0,26.448524275194107
1937,0.05,62.82,1.0,32.121
1938,0.1,63.21,1.0,28.838
1939,0.2,60.5,2.0,24.669
1940,0.0,60.7,3.0,26.498
1941,0.1,58.88,1.0,26.117
1942,0.0,60.38,1.0,24.151
1943,0.0,59.12,2.0,23.988
1944,0.1,58.15,2.0,24.344
1945,18.9,66.9,3.0,34.61
1946,0.0,66.2,1.0,30.435
1947,11.9,69.64,2.0,30.983
1948,0.0,68.58,3.0,27.729
1949,0.0,68.04,3.0,27.002
1950,0.7,67.82,0.0,30.063
1951,0.1,66.45,1.0,24.044
1952,0.0,66.13,3.0,31.878
1953,0.8,63.98,1.0,27.217255056647197
1954,0.2,63.16,1.0,24.385
1955,0.5,60.69,1.0,26.637
1956,0.0,60.37,1.0,24.906
1957,0.0,60.57,1.0,26.580446370676277
1958,0.0,60.42,0.0,22.911
1959,9.6,64.22,2.0,26.616
1960,10.7,68.47,1.0,30.806
1961,0.0,66.99,2.0,25.108
1962,0.4,67.09,1.0,25.415
1963,0.0,65.5,1.0,23.633
1964,14.8,72.69,1.0,35.952
1965,0.0,71.12,1.0,29.862
1966,0.0,71.25,1.0,27.964
1967,0.0,71.44,4.0,26.95
1968,0.0,68.77,3.0,32.946
1969,1.0,67.02,1.0,28.316
1970,0.0,68.02,1.0,27.789
1971,17.0,75.83,1.0,37.69
1972,0.3,75.0,1.0,31.296
1973,0.1,74.08,1.0,32.981
1974,0.0,72.7,2.0,30.943063234745292
1975,0.0,72.7,0.0,28.002
1976,5.0,73.69,1.0,36.108
1977,0.4,72.53,0.0,30.049
1978,0.3,72.37,2.0,29.087
1979,0.8,71.88,1.0,29.704
1980,0.0,70.07,1.0,27.282
1981,0.1,71.35,0.0,29.815
1982,0.2,70.58,1.0,29.344
1983,0.0,69.17,0.0,29.493335537683894
1984,8.1,71.6,1.0,30.246
1985,0.0,70.07,1.0,30.451
1986,0.6,71.29,2.0,28.254
1987,0.0,71.08154348234945,1.0,29.111
1988,0.0,71.01,0.0,29.724
1989,0.1,71.2,1.0,28.942
1990,0.1,70.64,1.0,27.058
1991,0.0,67.83,1.0,28.352
1992,0.1,67.24,0.0,27.246
1993,0.0,68.34,1.0,27.413
1994,0.0,67.6,4.0,31.742
1995,0.0,67.09,2.0,28.135
1996,0.3,67.5,0.0,27.582373664489808
1997,0.2,64.93,0.0,26.118
1998,0.6,62.96,1.0,30.44
1999,0.2,61.69,3.0,24.28
2000,0.0,62.45,1.0,24.772
2001,0.4,60.79,0.0,23.52
2002,0.5,62.67961199042584,1.0,25.311
2003,9.5,64.24,0.0,29.644
2004,1.1,64.95,0.0,25.143
2005,0.4,66.06,0.0,29.42
2006,0.0,62.99,1.0,23.915
2007,0.0,62.43,2.0,22.41
2008,0.0,60.63,3.0,23.71
2009,2.9,62.56,1.0,22.47
2010,2.9,64.07,0.0,28.516
2011,0.0,64.41769200164352,2.0,27.294
2012,4.2,64.96,3.0,29.352
2013,0.0,65.24,2.0,26.546
2014,0.5,65.64,1.0,26.214
2015,0.5,65.5,1.0,23.76
2016,0.0,63.94,4.0,24.907
2017,0.0,61.61,0.0,28.646
2018,0.0,63.77,3.0,26.009
2019,0.0,62.46,0.0,23.682
2020,0.2,62.21,0.0,27.549
2021,0.1,60.78,0.0,24.438
2022,0.15000000000000002,59.6,0.0,24.274
2023,7.7,64.83869568361457,1.0,27.246
2024,15.1,69.74,0.0,31.511
2025,4.0,70.86,0.0,31.279
2026,0.4,70.47,0.0,33.779
2027,0.0,70.13,0.0,29.675
2028,0.7,71.58,0.0,32.781
2029,0.1,68.8,1.0,27.823
2030,0.4,70.79540128685922,1.0,30.664275044839194
2031,0.0,72.05,0.0,31.116
2032,0.0,74.3,2.0,30.86
2033,11.6,78.69,1.0,34.691
2034,0.2,74.85,1.0,30.701
2035,0.6,76.75,0.0,30.709
2036,0.2,75.29,6.0,32.757
2037,0.0,75.36,2.0,29.734
2038,0.8,76.23,1.0,27.776
2039,0.0,74.84,1.0,34.035
2040,5.3,77.43,1.0,29.282
2041,0.0,75.2,2.0,31.828
2042,13.1,81.02,1.0,34.395
2043,0.0,78.17,0.0,31.729
2044,0.6,78.6035887334774,0.0,32.123
2045,0.0,79.0,1.0,32.12
2046,0.2,77.3,2.0,28.223
2047,0.0,76.46,1.0,34.042
2048,0.0,76.52,4.0,32.108
2049,4.1,76.8,1.0,30.145
2050,0.0,76.64,0.0,31.764
2051,0.0,75.95,0.0,32.413
2052,0.0,73.71,2.0,33.285
2053,0.0,74.78677789573042,3.0,32.212
2054,0.1,75.66,2.0,33.46
2055,0.0,75.18,3.0,30.278
2056,0.0,72.17,0.0,31.906
2057,0.0,74.13,3.0,28.837
2058,0.1,73.02630556317719,2.0,28.406
2059,0.0,72.39,0.0,30.526228032513274
2060,0.3,70.08,2.0,31.333
2061,5.8,73.48,3.0,35.565
2062,0.0,73.28,2.0,32.575
2063,0.3,70.83,1.0,28.993
2064,0.3,70.04220403407285,0.0,25.391
2065,0.0,69.03,1.0,28.449
2066,0.4,68.5,0.0,26.434
2067,0.0,66.64,2.0,27.7
2068,0.3,66.64,3.0,27.466
2069,0.0,64.97,1.0,25.64
2070,0.3,63.18,1.0,25.932
2071,1.2,62.42,0.0,25.921
2072,0.1,61.96,3.0,26.148
2073,0.4,61.63,0.0,25.154
2074,0.5,59.88,2.0,27.282
2075,0.0,60.75,3.0,24.884
2076,1.0,59.8,0.0,25.463
2077,0.6,58.28,1.0,26.925
2078,0.2,58.28,4.0,23.198
2079,0.5,57.66,2.0,25.583
2080,0.0,57.42,1.0,20.433
2081,0.5,57.44,3.0,19.455
2082,0.1,57.29,0.0,22.589
2083,3.9,57.28,1.0,28.03
2084,0.0,57.29,0.0,24.205
2085,0.6,57.41,1.0,23.457115247996615
2086,0.0,56.28,0.0,20.923
2087,0.2,55.07,1.0,25.724
2088,0.2,55.08,2.0,24.912
2089,0.6,53.76,2.0,20.27
2090,0.1,52.19,2.0,22.687
2091,0.0,51.87,1.0,21.16
2092,0.0,51.85,1.0,22.642
2093,0.0,51.23,2.0,25.131
2094,0.0,50.89,2.0,22.289
2095,0.1,51.9,4.0,19.53
2096,0.3,50.82,2.0,24.681
2097,0.9,49.47,1.0,21.162729916958064
2098,0.05,62.5384514751239,2.0,23.609
2099,0.2,48.44,0.0,18.472
2100,0.0,49.76,3.0,18.886
2101,7.0,52.2,0.0,26.45
2102,0.0,51.64,0.0,21.577
2103,0.0,51.71,1.0,23.071
2104,0.4,50.59,1.0,20.0
2105,0.6,51.04,1.0,22.177
2106,0.0,52.21,2.0,25.152
2107,0.7,49.54,1.0,22.612
2108,0.4,50.6,1.0,19.469
2109,0.4,51.08,2.0,22.78
2110,11.5,56.17,1.0,25.729
2111,0.0,54.91,0.0,23.741
2112,7.7,59.43,0.0,28.051
2113,0.5,58.45,1.0,22.004
2114,0.1,58.45,3.0,22.17
2115,0.6,60.35,0.0,23.271
2116,0.0,59.02,0.0,23.609
2117,0.0,59.31,2.0,22.22
2118,0.1,57.61,3.0,24.26
2119,0.0,56.75,2.0,26.887
2120,0.0,55.75,2.0,21.958
2121,0.0,55.81,6.0,27.219
2122,0.7,55.74823989352742,2.0,25.328
2123,0.4,55.89,1.0,24.169
2124,0.3,54.39,3.0,23.369
2125,0.0,53.93733968551152,0.0,22.422
2126,0.0,53.23,1.0,22.395
2127,0.0,53.55,1.0,23.227
2128,0.0,54.3,0.0,20.273
2129,0.2,51.16,0.0,23.929
2130,0.1,51.62,2.0,22.028
2131,5.8,53.12,1.0,23.286
2132,1.1,53.53,0.0,23.239
2133,0.3,54.28,1.0,23.645
2134,0.0,51.62,2.0,24.143
2135,0.0,51.7,3.0,21.549
2136,0.1,50.27,3.0,24.407
2137,0.6,50.09,0.0,19.881
2138,0.1,50.58,1.0,21.628
2139,0.4,50.36,1.0,19.951
2140,0.0,48.46,1.0,18.35
2141,0.1,47.98,2.0,20.686
2142,0.9,48.45,3.0,16.541
2143,5.8,49.98,1.0,19.81
2144,0.0,49.02,0.0,19.764
2145,0.1,49.62,0.0,23.439
2146,0.0,50.38,1.0,18.104
2147,0.0,49.03,2.0,20.522
2148,0.5,47.78,2.0,20.483
2149,0.4,47.89,1.0,16.694
2150,0.0,48.93,1.0,15.026
2151,0.5,49.06,3.0,18.372
2152,5.3,49.74,3.0,23.346
2153,0.4,48.77,2.0,20.298
2154,4.7,51.1,2.0,20.609
2155,0.5,51.81,1.0,21.652
2156,6.7,55.48,1.0,27.49
2157,11.1,59.24,1.0,27.919
2158,0.0,57.47,2.0,18.681
2159,0.3,56.58,4.0,23.849
2160,0.3,57.1,2.0,25.06
2161,0.0,55.84,2.0,25.229
2162,0.2,54.4,0.0,23.017
2163,0.0,52.05,2.0,19.299
2164,0.1,52.92362553094796,0.0,22.005
2165,0.3,53.31,0.0,24.682
2166,0.0,53.95,1.0,24.13606037236126
2167,14.6,55.9967626228018,0.0,29.079
2168,0.9,58.42,1.0,23.515
2169,0.0,56.27,0.0,23.644
2170,0.0,57.06,1.0,22.654
2171,0.0,57.44,1.0,24.471
2172,6.8,59.66,1.0,29.973
2173,0.4,60.54,1.0,21.539
2174,0.0,60.94,1.0,23.503
2175,0.0,60.36,0.0,26.087
2176,0.2,61.49,1.0,22.585
2177,0.0,59.84,0.0,23.218
2178,0.3,61.35,3.0,23.976853885278377
2179,0.1,57.47,2.0,26.505
2180,0.15000000000000002,58.39,2.0,26.964
2181,0.3,57.34,1.0,18.057
2182,0.8,57.19,2.0,22.982
2183,0.1,56.15,0.0,22.595
2184,0.0,55.76,2.0,20.07
2185,2.7,55.46,1.0,23.332
2186,0.5,55.43458623148827,1.0,23.327
2187,0.1,55.07,3.0,28.163
2188,5.1,57.09,1.0,27.19
2189,0.0,57.54,0.0,25.88
2190,0.2,57.92,1.0,24.594
2191,0.35,56.99,0.0,24.654
2192,0.0,54.62,0.0,24.096
2193,0.0,55.16,2.0,21.342
2194,0.5,54.21,1.0,23.077
2195,0.0,52.53,3.0,20.002
2196,1.2,53.07,0.0,27.53
2197,0.6,52.73,3.0,20.514
2198,0.0,50.61,1.0,15.474
2199,0.3,49.13,1.0,20.902
2200,0.2,49.84,2.0,21.128
2201,0.5,48.47,2.0,21.907
2202,0.0,46.38,0.0,24.53
