编号,rain,pore,micro,deep,surface
4291,0.0,79.64272558319412,1.0,33.24,98.044
4292,3.6,79.64273078166394,0.0,32.969,93.911
4293,0.5,79.64273598836307,0.0,24.86,73.709
4294,0.0,71.89,4.0,29.259,97.077
4295,0.5,88.95,0.0,37.916,105.67
4296,0.2,87.94,1.0,35.59,103.079
4297,0.2,51.77,1.0,24.357,98.81926268438343
4298,9.9,87.28,3.0,38.554,98.81939241910997
4299,0.0,73.84,2.0,29.234,93.844
4300,0.0,78.67,1.0,31.902,90.782
4301,0.0,67.16,0.0,25.44,80.221
4302,7.0,83.45,1.0,38.94,114.619
4303,0.2,79.64279751851859,1.0,35.798,101.058
4304,0.1,69.51,0.0,29.375,84.679
4305,0.8,80.05,0.0,32.305,94.182
4306,0.0,87.77,2.0,38.537,107.651
4307,0.0,97.54,0.0,37.601,108.205
4308,0.5,57.47,3.0,21.31,79.57
4309,0.0,80.65,0.0,35.831,97.016
4310,0.0,92.44,0.0,36.708,105.229
4311,0.0,76.96,1.0,30.427,90.474
4312,0.0,90.49,2.0,36.835,106.741
4313,10.8,77.02,0.0,34.392,107.564
4314,0.0,69.28,2.0,33.716,91.005
4315,0.0,71.9,2.0,32.90355209126969,93.189
4316,0.2,63.47,1.0,26.16,81.205
4317,0.9,84.4,3.0,33.927,101.904
4318,0.3,93.12,4.0,35.608,111.62
4319,0.7,74.38,1.0,34.358,90.224
4320,10.2,87.05,0.0,38.345,121.984
4321,0.0,72.03,1.0,31.012,88.971
4322,0.0,88.6,2.0,37.088,109.88
4323,0.0,72.06,4.0,30.391,95.983
4324,5.7,91.36,1.0,39.04,98.8229718214257
4325,0.0,81.37,1.0,30.507,94.412
4326,0.0,70.28,0.0,31.98,86.745
4327,0.3,83.28,1.0,35.057,97.618
4328,0.3,79.64298558910436,0.0,31.362,89.422
4329,4.1,72.08,1.0,31.076,97.476
4330,0.0,53.41,1.0,25.085,74.386
4331,0.0,82.05,1.0,33.892,96.492
4332,0.6,101.24,0.0,32.62953884978383,112.95
4333,4.1,87.46,0.0,35.615,110.348
4334,0.0,67.54,0.0,27.133,82.71
4335,0.1,78.58,1.0,31.926,91.578
4336,0.6,77.43,1.0,31.38,101.854
4337,0.0,68.14,2.0,33.219,91.86
4338,9.3,90.21,3.0,44.91,130.567
4339,0.0,60.45,0.0,23.455,74.731
4340,0.4,74.24,4.0,30.216,98.663
4341,9.2,85.41,0.0,38.037,116.372
4342,0.0,82.63,1.0,31.55,94.92
4343,13.8,83.09,1.0,35.343,118.525
4344,0.2,88.69,4.0,35.885,113.422
4345,0.8,71.22,2.0,29.149,91.471
4346,5.9,106.38,2.0,43.488,128.012
4347,0.1,77.71,5.0,30.429,104.364
4348,0.0,78.63,2.0,32.366204730494246,94.45
4349,0.5,69.3,0.0,27.66,83.245
4350,5.1,90.45,1.0,34.336,108.06
4351,0.0,63.05,2.0,25.7,83.008
4352,0.9,80.0,1.0,35.137,98.115
4353,5.8,79.58,2.0,33.724,106.563
4354,0.0,75.11,0.0,31.159,89.296
4355,0.2,55.37,0.0,20.913,69.579
4356,0.0,82.29,1.0,34.696,97.941
4357,8.1,86.44,0.0,34.347,111.346
4358,0.0,54.23,1.0,22.571,69.572
4359,0.0,79.31,0.0,33.453,92.434
4360,4.1,92.79,1.0,40.541,116.447
4361,0.0,64.75,1.0,27.07,81.133
4362,0.0,63.25,0.0,28.545,81.295
4363,0.5,93.43,1.0,37.915,98.8285804887309
4364,0.0,77.15,3.0,33.356,98.009
4365,0.5,85.42,1.0,35.022,97.388
4366,2.5,90.94,3.0,40.036,114.538
4367,1.0,68.06,2.0,28.113,90.181
4368,0.0,82.91,0.0,34.214,96.023
4369,4.7,61.83,0.0,25.9,83.678
4370,5.7,61.38,2.0,29.576,96.179
4371,0.0,72.38,2.0,31.653,93.495
4372,0.5,69.15,3.0,29.156,91.827
4373,0.0,73.8,2.0,27.663,89.061
4374,0.0,79.44,3.0,33.764,98.83035154288076
4375,0.2,76.98,3.0,35.579,103.13
4376,0.1,79.64352780500847,1.0,31.974807989725313,111.685
4377,0.0,76.38,4.0,28.083,98.428
4378,0.4,71.87,2.0,29.11,91.241
4379,0.2,77.49,0.0,29.573,89.904
4380,12.6,81.33,2.0,36.904,123.404
4381,0.0,58.86,3.0,27.073,83.331
4382,0.0,70.06,0.0,27.537,84.125
4383,0.3,81.04,2.0,32.554,97.224
4384,3.7,87.28,5.0,37.839,119.014
4385,0.0,90.85,1.0,33.808,103.634
4386,0.0,59.76,3.0,28.615,88.25
4387,0.2,74.28,0.0,29.208,87.692
4388,0.3,91.84,0.0,34.792,100.7
4389,2.5,76.88,3.0,31.33,100.8
4390,0.0,73.36,0.0,32.177,89.848
4391,0.0,63.15,2.0,24.732,81.984
4392,0.2,73.17,1.0,30.612,90.385
4393,10.4,83.69,3.0,36.909,121.037
4394,0.2,54.43,1.0,24.724,73.558
4395,0.2,73.44,0.0,31.323,89.385
4396,0.7,73.96,2.0,31.308,98.83410003249817
4397,11.0,71.93,2.0,32.988,108.041
4398,0.2,83.77,0.0,33.379,98.8344639922092
4399,0.1,87.65,0.0,36.322,101.193
4400,0.5,78.76,0.0,29.993,88.604
4401,0.0,85.92,1.0,28.919,92.777
4402,0.0,78.44,0.0,31.451,90.081
4403,3.5,83.58,0.0,32.62829961245578,104.489
4404,0.0,83.87,1.0,36.071,101.887
4405,0.3,83.46,3.0,34.73,98.83574993688524
4406,0.1,89.65,4.0,39.462,112.528
4407,0.2,78.39,3.0,32.179,104.006
4408,0.0,79.64425182256801,1.0,45.633,123.279
4409,0.0,70.36,1.0,29.391,87.547
4410,0.0,56.22,3.0,24.677,80.028
4411,0.4,75.98,1.0,32.712,95.403
4412,7.6,92.48,1.0,38.71,119.012
4413,0.0,72.63,1.0,33.658,89.43
4414,0.6,71.83,3.0,32.591,98.012
4415,0.2,68.36,3.0,25.868,90.651
4416,0.0,103.53,1.0,42.597,120.064
4417,4.8,64.92,1.0,26.243,88.655
4418,0.1,63.79,1.0,26.518,82.183
4419,0.5,100.14,0.0,41.659,112.115
4420,0.2,81.91,1.0,30.528,95.853
4421,0.4,110.73,0.0,32.97416102427423,121.319
4422,0.0,78.9,2.0,34.47,98.83878806247077
4423,0.0,75.69,1.0,29.281,98.83896140076472
4424,0.0,79.6446652255641,1.0,33.554,98.286
4425,0.0,76.64,2.0,31.391,96.964
4426,0.25,79.16,1.0,29.806,90.585
4427,0.6,80.86,0.0,35.147,93.705
4428,0.3,91.24,1.0,37.675,105.108
4429,0.7,79.6447868769637,1.0,42.098,113.713
4430,0.2,62.89,1.0,23.521,79.854
4431,0.4,66.83,0.0,27.988,81.778
4432,0.3,79.64486139265723,1.0,36.864,97.888
4433,2.6,78.32,2.0,31.751,101.987
4434,0.5,76.14,1.0,30.247,91.994
4435,0.0,71.97,4.0,30.428,99.945
4436,15.2,94.29,1.0,41.166,133.151
4437,0.0,91.46,2.0,39.668,112.928
4438,0.0,74.81,0.0,31.592,89.761
4439,0.6,76.08,2.0,31.859,95.355
4440,0.0,96.12,1.0,38.621,109.553
4441,0.0,79.52,2.0,36.378,102.129
4442,7.6,84.93,2.0,39.064,119.239
4443,0.0,85.94,0.0,31.771,98.84246459679959
4444,5.8,72.04,3.0,32.506,100.824
4445,0.0,88.09,0.0,40.098,102.442
4446,0.0,74.38,2.0,28.545,95.054
4447,0.0,91.42,2.0,36.06,107.141
4448,0.0,60.91,1.0,22.778,74.588
4449,1.4,89.7,3.0,38.002,109.795
4450,0.0,92.61,4.0,38.799,116.371
4451,0.0,77.19,2.0,33.216707630988815,97.062
4452,0.0,74.88,3.0,29.201,94.656
4453,0.0,70.15,3.0,27.724,88.448
4454,0.1,86.32,2.0,34.829,106.856
4455,0.0,92.13,0.0,33.621,101.854
4456,0.0,91.3,3.0,38.769,108.994
4457,0.0,75.78,0.0,32.248,88.484
4458,1.0,83.5,0.0,36.249,96.535
4459,0.7,78.27,2.0,34.914,97.724
4460,0.0,90.69,0.0,41.447,105.85
4461,0.0,80.5,1.0,31.759,97.776
4462,3.3,91.91,2.0,38.719,113.834
4463,0.0,60.01,3.0,22.31,79.985
4464,0.0,70.43,1.0,29.896,88.646
4465,0.5,87.82,1.0,30.303,99.04
4466,0.3,98.73,1.0,39.621,114.68
4467,0.0,52.39,2.0,19.9,73.828
4468,0.0,79.6456946003211,2.0,36.161,102.503
4469,0.0,79.95,1.0,31.72,96.806
4470,0.0,118.98,0.0,46.026,127.952
4471,0.0,61.06,1.0,27.366,80.418
4472,0.05,80.27,2.0,28.573,93.179
4473,0.1,78.39,2.0,27.152,92.464
4474,0.3,80.64,0.0,28.891,89.043
4475,0.2,79.64583755556384,0.0,35.091,96.186
4476,0.1,83.88,2.0,32.705203266027034,102.648
4477,0.0,67.42,1.0,28.386,86.805
4478,4.7,63.84,3.0,25.588,98.84815135532148
4479,0.0,99.28,1.0,39.513,112.852
4480,0.0,75.46,0.0,28.658,87.741
4481,0.2,76.14,1.0,32.683,90.135
4482,0.0,65.12,0.0,27.09,80.602
4483,0.0,87.03,1.0,39.26,105.898
4484,0.1,82.86,0.0,33.506,96.049
4485,0.0,78.28,0.0,30.033,89.141
4486,0.0,96.66,2.0,40.309,112.702
4487,0.1,58.23,2.0,23.272,98.8497295470815
4488,1.3,76.22,3.0,32.463,103.036
4489,0.0,77.57,2.0,31.272,97.091
4490,8.5,90.83,0.0,40.775,118.355
4491,11.7,74.58,1.0,31.839,108.029
4492,3.6,79.64619914097996,1.0,29.4,89.535
4493,0.0,75.91,1.0,32.709,98.85076667216995
4494,0.6,59.49,3.0,24.486,84.017
4495,0.5,75.79,2.0,33.842,92.476
4496,0.0,79.64629078767963,3.0,30.133,98.85128858492024
4497,1.0,84.15,0.0,36.333,98.071
4498,7.7,90.97,0.0,39.907,117.758
4499,4.2,106.73,1.0,46.319,130.126
4500,0.0,77.86,1.0,33.15631847815886,94.796
4501,10.4,79.64640258269358,1.0,31.501,102.014
4502,0.0,86.75,2.0,38.499,106.132
4503,0.1,58.3,4.0,26.488,84.224
4504,0.35,87.39,0.0,35.746,100.022
4505,0.6,75.86,2.0,33.893,96.642
4506,0.5,71.74,2.0,26.137,86.108
4507,0.0,77.9,0.0,35.415,94.434
4508,15.0,91.51,1.0,45.05,97.091
4509,0.0,91.18,1.0,37.393,104.118
4510,0.2,90.55,2.0,35.312,106.707
4511,0.0,75.96,0.0,31.675,89.627
4512,0.2,77.32,2.0,32.05,93.62
4513,0.8,86.28,2.0,31.369,101.648
4514,0.0,74.28,6.0,29.111,104.102
4515,0.2,63.32,0.0,26.305,98.85439515734025
4516,2.9,76.27,1.0,32.329,96.56
4517,0.1,89.65,3.0,42.041,110.439
4518,1.1,67.28,0.0,25.917,78.234
4519,0.0,83.03,1.0,36.099,98.827
4520,0.1,70.76,1.0,33.47,93.264
4521,0.0,73.14,1.0,28.55,89.103
4522,1.1,80.56,3.0,32.143,95.961
4523,0.0,84.42,0.0,34.231,95.913
4524,0.0,81.81,1.0,32.469,94.311
4525,0.0,58.23,1.0,23.438,75.19
4526,0.0,57.76,1.0,22.849,75.341
4527,0.0,79.86,3.0,30.298,98.636
4528,0.6,80.95,2.0,35.06,97.947
4529,0.0,82.33,3.0,36.958,101.163
4530,0.2,89.3,1.0,36.249,103.341
4531,0.0,88.51,2.0,34.779,103.013
4532,6.1,79.64708555227548,1.0,30.71,99.073
4533,0.0,104.67,0.0,47.736,117.912
4534,0.4,68.09,4.0,21.891,82.727
4535,0.0,77.77,0.0,34.671,93.186
4536,0.0,119.95,0.0,46.732,129.881
4537,0.6,71.21,1.0,28.237,87.184
4538,0.2,74.03,0.0,31.259,98.85831896377186
4539,1.1,82.48,1.0,35.276,98.821
4540,3.3,67.29,1.0,26.075,90.265
4541,0.0,73.51,2.0,31.101,94.363
4542,0.8,81.6,1.0,32.94787620215175,95.252
4543,0.1,77.13,1.0,32.021,93.457
4544,0.5,71.37,2.0,32.664,98.85937843261597
4545,0.0,79.8,1.0,35.273,96.631
4546,0.0,70.58,1.0,28.08,87.588
4547,6.1,94.33,2.0,44.018,123.355
4548,2.7,76.83,1.0,28.59,95.786
4549,0.2,74.48,2.0,31.037,94.202
4550,0.8,80.31,2.0,34.255,100.391
4551,6.5,80.99,1.0,32.9754908759425,106.193
4552,0.0,79.64752516687317,0.0,25.169,76.029
4553,0.0,78.03,0.0,28.084,89.012
4554,0.0,66.82,1.0,30.979,88.492
4555,0.0,76.06,2.0,29.052,93.032
4556,4.4,94.74,0.0,33.09542981165556,116.552
4557,15.2,91.3,0.0,38.794,125.743
4558,0.0,99.47,1.0,38.886,112.833
4559,0.0,78.53,4.0,32.865,102.931
4560,0.0,76.68,3.0,31.173,94.735
4561,0.4,72.69,1.0,30.282,89.645
4562,0.0,76.6,1.0,32.542,91.939
4563,0.1,72.66,0.0,31.718,98.86280033510995
4564,0.0,79.64778884290162,2.0,33.3118439069221,94.096
4565,0.0,58.04,3.0,26.58,80.831
4566,0.1,95.5,0.0,41.093,110.203
4567,0.4,89.77,1.0,37.0,104.766
4568,0.0,106.45,0.0,42.117,98.86370571171508
4569,0.3,59.35,0.0,26.084,76.979
4570,1.2,92.22,2.0,37.488,108.995
4571,0.4,58.5,0.0,23.577,70.774
4572,0.3,80.63,0.0,31.705,91.541
4573,11.5,81.43,2.0,37.589,117.74
4574,19.3,83.23,0.0,40.069,98.86483011257788
4575,0.0,85.73,0.0,32.346,97.987
4576,12.9,85.27,3.0,38.517,125.897
4577,0.2,77.23,2.0,32.838,97.528
4578,2.7,76.88,0.0,33.936,97.597
4579,0.0,84.92,1.0,33.63336148588145,102.194
4580,7.8,67.37,1.0,30.47,99.866
4581,0.0,77.04,1.0,30.92,91.596
4582,8.1,101.53,2.0,44.507,131.463
4583,0.4,74.63,3.0,28.209,96.296
4584,0.0,80.26,1.0,31.806,96.2
4585,0.2,65.38,1.0,26.884,82.009
4586,20.7,79.2,3.0,37.71,131.338
4587,0.4,78.77,1.0,39.641,96.334
4588,0.4,81.02,0.0,31.168,93.521
4589,0.5,66.1,1.0,26.45,81.836
4590,0.0,64.09,2.0,26.408,81.905
4591,1.1,91.2,1.0,36.537,104.839
4592,7.4,113.27,0.0,48.806,137.205
4593,0.5,98.08,0.0,37.696,106.392
4594,0.0,78.13,3.0,26.454,95.766
4595,0.8,76.0,0.0,29.207,98.86854746101777
4596,0.5,79.36,3.0,28.361,96.622
4597,0.0,68.65,0.0,32.699,85.637
4598,1.3,74.87,0.0,29.676,88.727
4599,0.0,65.36,1.0,23.854,77.533
4600,0.2,70.23,2.0,29.239,86.807
4601,11.4,95.8,3.0,41.004,127.757
4602,0.3,90.9,1.0,36.409,100.591
4603,23.2,92.45,1.0,49.809,98.86994953438968
4604,0.4,76.01,0.0,32.737,89.775
4605,0.5,89.16,1.0,33.851,101.122
4606,0.2,87.17,0.0,38.559,98.87048213166548
4607,1.4,97.89,1.0,43.209,111.387
4608,0.0,96.17,2.0,37.161,106.716
4609,0.0,85.58,1.0,33.802,96.516
4610,0.3,92.35,1.0,39.454,107.56
4611,0.1,97.77,0.0,38.008,109.753
4612,0.4,96.19,1.0,37.352,108.155
4613,0.2,75.37,2.0,28.696,98.87168014547883
4614,0.0,103.35,1.0,46.009,119.869
4615,0.6,79.64877703052353,2.0,31.876,90.435
4616,6.3,79.64878612134963,2.0,38.736,117.884
4617,7.9,92.88,0.0,41.539,120.044
4618,0.0,56.19,1.0,24.088,72.366
4619,11.3,75.99,4.0,31.006,116.251
4620,0.9,89.14,0.0,37.421,104.217
4621,4.0,92.9,0.0,41.098,113.445
4622,0.0,72.27,3.0,27.328,89.763
4623,0.5,80.03,1.0,37.865,105.455
4624,0.1,80.56,4.0,34.719,104.576
4625,1.2,92.48,3.0,39.315,116.934
4626,0.0,70.16,2.0,33.75780089911759,98.87364646031214
4627,0.1,66.8,2.0,29.72,85.619
4628,0.05,69.48,0.0,28.914,83.417
4629,0.1,87.57,0.0,34.301,99.377
4630,23.1,81.93,2.0,43.436,145.183
4631,0.0,89.54,0.0,38.014,102.565
4632,0.0,69.91,1.0,26.315,84.945
4633,0.7,59.4,0.0,22.233,69.725
4634,0.0,86.69,1.0,35.322,101.163
4635,1.0,69.49,3.0,25.913,83.017
4636,1.0,89.68,2.0,32.791,105.75
4637,0.0,79.64898508815598,1.0,23.894,77.379
4638,0.0,85.52,5.0,34.106,109.642
4639,0.0,79.64900570704219,1.0,26.988,85.941
4640,0.0,61.07,0.0,26.891,76.375
4641,0.5,73.51,1.0,33.193,95.219
4642,0.0,53.88,2.0,22.508,75.885
4643,0.0,98.54,2.0,43.418,118.142
4644,0.0,79.64906593622388,1.0,32.694,91.156
4645,0.0,79.4,1.0,30.707,94.181
4646,0.0,88.68,1.0,38.683,105.59
4647,0.0,80.19,0.0,35.258,95.115
4648,0.1,88.34,3.0,33.847,110.417
4649,1.5,73.45,1.0,28.794,87.074
4650,2.2,54.06,3.0,23.407,77.819
4651,0.0,102.38,0.0,39.467,111.882
4652,1.2,94.6,2.0,41.398,111.943
4653,0.0,80.03,2.0,32.799,97.137
4654,7.5,62.77,3.0,25.876,96.423
4655,0.2,73.64,0.0,32.222,88.249
4656,0.0,73.47,1.0,31.546,90.097
4657,0.4,82.88,4.0,35.371,104.244
4658,0.0,83.19,0.0,33.231,95.86
4659,0.0,87.75,0.0,37.07,100.738
4660,0.0,74.03,3.0,33.397,98.789
4661,23.3,106.5,4.0,51.588,97.247
4662,0.0,65.43,2.0,29.75,87.129
4663,0.0,87.39,0.0,33.202,98.544
4664,8.7,82.37,0.0,36.222,98.87963295303395
4665,0.0,74.21,0.0,34.614,91.078
4666,0.0,79.02,0.0,33.889,92.33
4667,0.0,64.61,1.0,26.47,80.027
4668,0.2,80.94,1.0,34.005,95.247
4669,0.0,66.23,0.0,25.397,81.607
4670,0.2,86.27,0.0,36.495,101.64
4671,7.7,62.4,1.0,25.76,91.909
4672,0.0,92.37,0.0,40.357,107.224
4673,8.8,82.5,0.0,35.702,111.631
4674,8.5,79.64942018830992,0.0,29.384,94.282
4675,0.0,109.15,0.0,42.563,118.326
4676,0.0,75.41,2.0,32.333,97.201
4677,0.7,87.98,0.0,35.935,98.88175921414205
4678,0.0,78.63,1.0,34.605,99.582
4679,3.9,101.26,2.0,43.471,122.816
4680,0.0,54.27,2.0,23.28,76.999
4681,0.0,73.29,1.0,32.812,91.115
4682,0.0,90.75,2.0,35.413,105.731
4683,5.3,79.31,2.0,33.359,107.161
4684,0.6,81.12,0.0,34.381,95.21
4685,0.0,72.43,2.0,29.058,98.88303369158932
4686,0.0,68.88,2.0,27.894,88.372
4687,15.6,93.48,0.0,43.956,132.431
4688,0.35,82.05,3.0,33.398,98.88350676759921
4689,0.0,77.44,1.0,31.708,91.859
4690,0.1,71.46,1.0,28.714,86.584
4691,1.1,98.65,2.0,42.585,112.989
4692,0.6,75.11,2.0,34.114,97.247
4693,5.6,108.32,0.0,46.346,127.943
4694,0.0,94.24,0.0,38.848,104.907
4695,0.0,62.78,2.0,23.002,77.188
4696,0.3,79.64962986173111,2.0,32.652,97.373
4697,12.3,96.56,2.0,44.274,136.451
4698,0.0,59.94,2.0,23.771,81.562
4699,0.0,103.14,0.0,46.256,118.627
4700,0.1,82.26,0.0,33.999,98.88529179290256
4701,0.0,72.8,0.0,23.246,80.783
4702,0.0,62.17,1.0,34.07545985104271,81.86
4703,0.5,84.78,2.0,31.84,98.88572391739922
4704,0.0,70.34,1.0,32.735,91.172
4705,0.1,72.72,3.0,30.746,98.441
4706,2.9,60.27,0.0,31.002,84.61
4707,0.0,76.26,0.0,30.406,87.587
4708,0.0,85.76,1.0,33.346,97.825
4709,0.0,75.56,1.0,33.667,94.684
4710,7.7,78.26,3.0,33.461,113.876
4711,0.0,76.23,1.0,32.086,95.192
4712,7.2,80.24,1.0,35.914,109.15
4713,0.0,66.68,1.0,29.894,84.096
4714,0.0,99.97,1.0,41.064,115.084
4715,0.0,56.81,0.0,34.43278927585857,98.8875913804018
4716,0.4,102.36,0.0,40.302,110.483
4717,3.7,78.39,4.0,35.697,107.854
4718,14.8,87.28,1.0,39.82,128.29
4719,0.0,86.43,1.0,36.239,105.565
4720,0.8,70.44,2.0,27.722,88.689
4721,7.9,91.0,2.0,40.13,121.911
4722,0.0,79.64985081010614,0.0,34.153,95.202
4723,0.0,84.03,2.0,31.594,98.885
4724,0.4,81.69,2.0,35.656,100.739
4725,0.7,87.31,3.0,39.279,112.035
4726,7.8,106.2,3.0,45.471,134.854
4727,0.3,81.42,2.0,32.802,99.626
4728,0.1,54.62,3.0,25.446,78.959
4729,0.0,93.84,2.0,42.02,112.408
4730,0.0,82.51,0.0,35.089,96.85
4731,0.1,83.83,0.0,35.31,96.262
4732,0.0,93.46,1.0,43.127,112.704
4733,0.0,79.04,0.0,33.995,93.413
4734,0.0,89.16,1.0,37.431,98.89009294172405
4735,0.0,106.0,1.0,44.748,120.667
4736,0.0,74.93,0.0,32.032,90.337
4737,24.8,81.74,1.0,42.351,141.18
4738,0.0,72.21,1.0,31.018,90.608
4739,0.0,87.66,1.0,37.855,103.923
4740,0.9,86.32,3.0,35.264,104.838
4741,0.3,66.98,1.0,26.36,83.228
4742,0.7,61.82,1.0,24.074,98.89096666487097
4743,1.2,84.45,0.0,32.662,98.009
4744,0.0,100.16,1.0,42.1,112.055
4745,1.3,76.13,1.0,30.133,93.408
4746,0.0,91.39,1.0,36.613,105.782
4747,0.4,76.15,1.0,29.559,89.545
4748,4.8,70.53,0.0,27.538,89.422
4749,0.4,80.42,0.0,36.863,97.668
4750,0.0,70.22,2.0,28.254,87.513
4751,0.0,77.65,1.0,34.651,95.632
4752,0.0,68.24,2.0,26.368,86.893
4753,0.05,75.95,1.0,31.912,94.101
4754,0.2,51.47,0.0,24.086,69.0
4755,0.1,86.2,1.0,34.069,105.414
4756,0.0,77.49,1.0,31.171,100.567
4757,0.0,74.84,1.0,31.474,93.582
4758,0.4,92.68,1.0,36.309,106.294
4759,0.0,95.64,1.0,35.991,109.5
4760,0.0,64.17,0.0,26.261,79.809
4761,0.2,76.94,1.0,36.948,98.89315601501002
4762,0.3,55.44,3.0,22.99,79.821
4763,0.6,89.33,0.0,39.624,103.39
4764,2.0,89.8,1.0,39.742,111.523
4765,9.5,94.34,0.0,43.577,125.275
4766,0.0,101.68,2.0,41.165,114.866
4767,0.3,79.65001960916473,0.0,27.264,84.431
4768,0.3,86.12,1.0,39.336,105.161
4769,0.0,78.9,1.0,29.656,89.699
4770,0.0,83.67,1.0,32.023,97.11
4771,0.0,73.29,2.0,28.843,90.645
4772,0.0,61.73,0.0,27.32,78.488
4773,4.8,67.49,3.0,31.097,98.89463623308683
4774,0.0,81.88,0.0,38.986,100.149
4775,0.0,92.13,2.0,34.14,103.432
4776,0.0,81.63,3.0,33.854,101.784
4777,1.2,57.08,2.0,20.37,71.6
4778,0.0,107.94,1.0,37.652,115.494
4779,5.3,79.22,1.0,36.211,105.861
4780,0.7,91.02,1.0,33.351,102.516
4781,0.0,77.16,3.0,30.945,96.979
4782,0.1,88.64,1.0,32.596,100.708
4783,0.0,73.54,1.0,30.166,89.458
4784,0.8,79.6500601959807,0.0,38.385,107.643
4785,0.0,75.66,0.0,32.25,90.091
4786,4.1,71.25,1.0,29.148,92.668
4787,1.1,82.52,1.0,33.933,98.023
4788,0.0,73.93,2.0,33.712,96.406
4789,0.1,79.04,1.0,35.013,99.235
4790,0.4,78.99,2.0,30.205,92.687
4791,0.5,68.76,1.0,30.482,85.049
4792,0.0,73.97,2.0,33.83,96.169
4793,0.2,76.55,1.0,28.359,86.601
4794,0.7,74.72,2.0,31.501,92.445
4795,0.5,76.87,1.0,35.169,99.276
4796,0.6,50.36,1.0,21.157,67.581
4797,0.4,87.15,0.0,31.649,98.59
4798,0.8,81.76,1.0,33.341,98.282
4799,0.1,63.59,0.0,28.056,77.681
4800,0.8,79.65012426861047,1.0,28.389,87.784
4801,10.6,95.53,0.0,38.724,124.095
4802,0.3,77.0,1.0,32.321,98.89860782433132
4803,0.0,81.21,1.0,33.45,95.313
4804,0.0,68.87,1.0,27.688,83.522
4805,0.0,85.46,1.0,37.739,98.89908124015948
4806,0.3,76.77,1.0,33.12371407529161,91.732
4807,4.0,73.0,0.0,33.465,98.89940570246532
4808,0.3,89.73,3.0,38.188,109.773
4809,0.0,84.86,3.0,31.918,105.287
4810,0.0,79.05,2.0,35.911,101.273
4811,0.3,103.17,1.0,45.27,119.459
4812,5.3,59.57,1.0,26.716,89.586
4813,0.0,82.26,4.0,34.039,106.052
4814,0.7,76.3,1.0,34.309,96.005
4815,0.4,79.65022102288548,3.0,28.011,92.877
4816,15.8,85.53,0.0,40.131,126.65
4817,0.2,69.26,1.0,24.902,85.164
4818,0.0,71.26,1.0,28.837,83.561
4819,0.7,74.87,0.0,35.61,94.986
4820,0.0,84.75,0.0,34.914,98.343
4821,0.0,55.2,1.0,25.441,77.257
4822,0.3,78.48,0.0,33.177,92.64
4823,0.2,85.41,0.0,36.486,99.458
4824,3.9,74.69,1.0,34.563,99.724
4825,0.2,66.22,2.0,28.92,85.938
4826,2.8,55.69,1.0,25.704,77.741
4827,0.1,90.9,3.0,38.199,106.196
4828,23.5,84.88,1.0,43.12,143.601
4829,0.1,79.65033914425645,2.0,36.294,104.476
4830,4.8,89.63,2.0,33.71728339343567,116.98
4831,0.2,79.65035940150788,1.0,32.078,96.833
4832,0.0,94.65,2.0,40.954,113.484
4833,0.2,78.2,0.0,35.393,94.802
4834,0.3,104.14,3.0,42.889,123.719
4835,0.2,76.42,2.0,30.585,91.696
4836,0.0,94.88,2.0,34.783,110.869
4837,0.0,91.51,3.0,37.663,112.127
4838,0.0,70.29,1.0,27.589,88.708
4839,0.0,93.79,0.0,42.729,108.789
4840,0.0,75.73,1.0,29.225,88.659
4841,0.0,75.68,5.0,31.436,98.90464301630098
4842,0.0,78.04,1.0,29.984,90.005
4843,0.0,94.77,3.0,39.014,113.844
4844,0.0,66.67,0.0,30.367,81.068
4845,0.3,55.0,0.0,24.585,72.469
4846,0.6,88.78,1.0,39.576,103.92
4847,7.3,87.61,0.0,37.447,98.905507541739
4848,0.0,83.29,2.0,30.2,98.573
4849,0.0,86.52,0.0,34.102,96.477
4850,0.4,70.06,5.0,30.433,98.242
4851,0.0,100.34,1.0,41.818,112.489
4852,0.0,77.67,1.0,36.17,99.817
4853,6.2,66.42,1.0,26.142,92.035
4854,0.0,71.01,1.0,25.982,85.33
4855,0.0,96.82,3.0,41.749,121.303
4856,0.0,88.22,1.0,35.95,117.066
4857,0.0,59.66,0.0,25.213,76.155
4858,0.0,93.47,1.0,34.148,108.16
4859,0.0,71.76,2.0,28.81,92.302
4860,0.0,94.38,4.0,38.74,112.22
4861,0.0,81.11,4.0,28.834,104.852
4862,0.4,79.83,0.0,33.69173840923614,95.159
4863,0.5,103.43,0.0,40.891,111.709
4864,0.0,78.33,3.0,31.732,101.863
4865,0.2,106.06,2.0,49.856,98.90892330195352
4866,0.0,94.33,1.0,33.6958149049313,107.428
4867,0.0,71.42,3.0,33.258,95.242
4868,0.0,97.05,1.0,36.575,109.021
4869,0.0,63.74,2.0,28.89,82.034
4870,0.1,89.97,1.0,37.779,105.979
4871,0.5,79.65051904381122,1.0,28.178,89.072
4872,0.3,86.8,1.0,37.221,98.90892330195352
4873,0.2,84.4,0.0,35.551,97.25
4874,0.3,82.28,1.0,31.012,94.258
4875,0.0,90.98,1.0,33.44807886036636,106.247
4876,0.3,85.28,1.0,37.417,102.489
4877,0.0,98.0,0.0,39.161,108.929
4878,0.3,68.07,1.0,30.538,86.146
4879,10.2,52.97,1.0,22.25,96.093
4880,0.2,78.95,0.0,28.575,89.181
